slug,year,start,end,attendance,country,region,country_code,organiser,organiser_web_domain,organiser_top_level_web_domain,organiser_normalised_name,organiser_common_name,organiser_country_code,venue,address,longitude,latitude,workshop_type,workshop_subtype,workshop_status,tags,website_url,workshop_domains
2021-05-07-standrews-online,2021.0,2021-05-07,2021-05-14,0,United Kingdom,Scotland,GB,University of St. Andrews,st-andrews.ac.uk,st-andrews.ac.uk,UNIVERSITY OF ST ANDREWS,University of St Andrews,GB,University of St Andrews (online),online,-2.793301,56.341246,SWC,,,"['automated-email', 'SWC', 'private-event', 'online']",https://starescomp.github.io/2021-05-07-standrews-online/,
2018-10-17-oxford-swc,2018.0,2018-10-17,2018-10-18,20,United Kingdom,South East,GB,University of Oxford,ox.ac.uk,ox.ac.uk,UNIVERSITY OF OXFORD,University of Oxford,GB,Software Carpentry @ Oxford University,"Oxford e-Research Centre (7 Keble Road ,Oxford, OX1 3QG)",-1.258617,51.760053000000006,SWC,,,['SWC'],https://kpoterlowicz.github.io/2018-10-17-oxford-swc/,
2019-05-22-oxford,2019.0,2019-05-22,2019-05-23,14,United Kingdom,South East,GB,University of Oxford,ox.ac.uk,ox.ac.uk,UNIVERSITY OF OXFORD,University of Oxford,GB,"School of Archaeology, University of Oxford","Mary Sunley Building, St Catherine’s College, Manor Road, Oxford, OX1 3UJ",-1.2473,51.756820000000005,SWC,,,['SWC'],https://ekirving.github.io/2019-05-22-oxford/,
2021-03-19-ansys-online,2021.0,2021-03-01,2021-03-01,0,United Kingdom,London,GB,"Ansys, Europe, Middle East and Africa - Field Engineering Services",ansys.com,ansys.com,ANSYS INC.,Ansys,GB,Ansys (online),online,-0.128404328,51.51805448,,Circuits,,"['Circuits', 'automated-email', 'private-event', 'online']",https://jgd10.github.io/2021-03-19-ansys-online/,
2018-11-19-manchester,2018.0,2018-11-19,2018-11-20,21,United Kingdom,North West,GB,University of Manchester,manchester.ac.uk,manchester.ac.uk,THE UNIVERSITY OF MANCHESTER,The University of Manchester,GB,University of Manchester,"Stopford Building, 99 Oxford Rd, Manchester M13 9PG",-2.2296408,53.464090399999996,SWC,,,['SWC'],https://anenadic.github.io/2018-11-19-manchester/,
2020-11-17-edinburgh-swc-online,2020.0,2020-11-17,2020-11-19,0,United Kingdom,Scotland,GB,University of Edinburgh,ed.ac.uk,ed.ac.uk,UNIVERSITY OF EDINBURGH,University of Edinburgh,GB,University of Edinburgh,Online,-123.39333300000001,-48.876667,SWC,,,"['SWC', 'online']",https://edcarp.github.io/2020-11-17-edinburgh-swc-online/,
2018-02-19-edinburgh,2018.0,2018-02-19,2018-02-20,22,United Kingdom,Scotland,GB,University of Edinburgh,ed.ac.uk,ed.ac.uk,UNIVERSITY OF EDINBURGH,University of Edinburgh,GB,The University of Edinburgh,Hudson Beare Classroom 8 (ground floor),-3.171358,55.92253,SWC,,,['SWC'],https://marioa.github.io/2018-02-19-edinburgh/,
2016-01-19-london-nhm,2016.0,2016-01-19,2016-01-20,19,United Kingdom,London,GB,National History Museum,nhm.ac.uk,nhm.ac.uk,NATURAL HISTORY MUSEUM,Natural History Museum,GB,Natural History Museum,"Natural History Museum, Cromwell Road, London, SW7 5BD",-0.176367,51.495933,DC,,,['DC'],http://callaghanmt.github.io/2016-01-19-london-nhm/,
2020-06-16-supercomputingwales_git,2020.0,2020-06-16,2020-06-18,0,United Kingdom,Wales,GB,University of Aberystwyth,aber.ac.uk,aber.ac.uk,PRIFYSGOL ABERYSTWYTH,Prifysgol Aberystwyth,GB,Supercomputing Wales (online),online,-3.7664089999999995,52.330220000000004,SWC,Circuits,,"['SWC', 'online', 'Circuits']",https://supercomputingwales.github.io/2020-06-16-supercomputingwales_git,
2016-01-11-dundee,2016.0,2016-01-11,2016-01-12,29,United Kingdom,Scotland,GB,University of Dundee,dundee.ac.uk,dundee.ac.uk,UNIVERSITY OF DUNDEE,University of Dundee,GB,University of Dundee,"Room 1G04, Dalhousie Building, University of Dundee, Dundee, Scotland, UK, DD1 5EN",-2.981928,56.459408999999994,SWC,,,['SWC'],http://widdowquinn.github.io/2016-01-11-dundee/,
2013-04-11-egi,2013.0,2013-04-11,2013-04-11,20,United Kingdom,North West,GB,European Grid Infrastructure,egi.eu,egi.eu,,,EU,"EGI Forum, Manchester",,-2.2339580000000003,53.467102000000004,SWC,,,['SWC'],https://swcarpentry.github.io/2013-04-11-egi/,
2013-02-06-qmul,2013.0,2013-02-06,2013-02-07,27,United Kingdom,London,GB,Queen Mary University London,qmul.ac.uk,qmul.ac.uk,QUEEN MARY UNIVERSITY OF LONDON,"Queen Mary and Westfield College, University of London",GB,Queen Mary University London,Queen Mary University London,-0.040374,51.524066999999995,SWC,,,['SWC'],http://cannot.find.url/2013-02-06-qmul/,
2020-05-28-ttt-edinburgh,2020.0,2020-05-28,2020-05-29,0,United Kingdom,Scotland,GB,SSI Software Sustainability Institute,software.ac.uk,software.ac.uk,THE SOFTWARE SUSTAINABILITY INSTITUTE,Software Sustainability Institute,GB,,,-3.1871658610000004,55.94596217,TTT,,,"['TTT', 'online']",https://edcarp.github.io/2020-05-28-ttt-edinburgh/,
2019-04-25-rosario,2019.0,2019-04-25,2019-04-26,0,United Kingdom,South East,GB,University of Oxford,ox.ac.uk,ox.ac.uk,UNIVERSITY OF OXFORD,University of Oxford,GB,FIXME,FIXME,-60.650539,-32.944244,SWC,,,['SWC'],https://agbeltran.github.io/2019-04-25-rosario/,
2019-02-18-bham,2019.0,2019-02-18,2019-02-21,19,United Kingdom,West Midlands,GB,University of Birmingham,birmingham.ac.uk,birmingham.ac.uk,UNIVERSITY OF BIRMINGHAM,University of Birmingham,GB,University of Birmingham,Murray Learning Centre - UG08 (Monday) and LG13 (Thursday),-1.935646,52.45069300000001,SWC,,,['SWC'],https://bham-carpentries.github.io/2019-02-18-bham/,
2015-01-14-leeds,2015.0,2015-01-14,2015-01-15,22,United Kingdom,Yorkshire and The Humber,GB,University of Leeds,leeds.ac.uk,leeds.ac.uk,UNIVERSITY OF LEEDS,University of Leeds,GB,NERC / University of Leeds,"School of Earth and Environment, University of Leeds, Leeds, LS2 9JT",-1.5557,53.8057,SWC,,,['SWC'],https://andreww.github.io/2015-01-14-leeds/,
2021-05-20-rslondon-python,2021.0,2021-05-20,2021-05-25,0,United Kingdom,London,GB,University College London,ucl.ac.uk,ucl.ac.uk,UNIVERSITY COLLEGE LONDON,University College London,GB,Research Software London (online),online,-0.17485548581311378,51.498816740679544,SWC,,,"['online', 'automated-email', 'SWC']",https://rslondon.github.io/2021-05-20-rslondon-python/,
2014-08-26-cam,2014.0,2014-08-26,2014-08-27,25,United Kingdom,Eastern,GB,University of Cambridge,cam.ac.uk,cam.ac.uk,UNIVERSITY OF CAMBRIDGE,University of Cambridge,GB,University of Cambridge,"Craik-Marshall Building, University of Cambridge, Downing Site, Cambridge, CB2 3AR",0.12303,52.201893,SWC,,,['SWC'],https://rbeagrie.github.io/2014-08-26-cam/,
2018-02-12-Imperial,2018.0,2018-02-12,2018-02-13,0,United Kingdom,London,GB,Imperial College London,imperial.ac.uk,imperial.ac.uk,"IMPERIAL COLLEGE OF SCIENCE, TECHNOLOGY AND MEDICINE","Imperial College of Science, Technology and Medicine",GB,Imperial College London,"SALC 7, Sherfield building level 5, South Kensington Campus, Imperial College London, SW7 2AZ",-0.174877,51.4988,SWC,,,['SWC'],https://kmichali.github.io/2018-02-12-Imperial/,
2019-06-26-heriotwatt,2019.0,2019-06-26,2019-06-27,21,United Kingdom,Scotland,GB,Heriot Watt University,hw.ac.uk,hw.ac.uk,HERIOT-WATT UNIVERSITY,Heriot-Watt University,GB,Heriot Watt University (Riccarton campus),Heriot Watt University (Riccarton campus) - GRID Building,-3.3225381,55.909660200000005,DC,,,['DC'],https://edcarp.github.io/2019-06-26-heriotwatt/,
2021-05-04-strathclyde-online,2021.0,2021-05-04,2021-05-05,0,United Kingdom,Scotland,GB,University of Strathclyde,strath.ac.uk,strath.ac.uk,UNIVERSITY OF STRATHCLYDE,University of Strathclyde,GB,University of Strathclyde (online),online,-4.243,55.86303,SWC,,,"['SWC', 'private-event', 'online', 'automated-email']",https://sipbs-compbiol.github.io/2021-05-04-strathclyde-online/,
2017-06-21-qmul,2017.0,2017-06-21,2017-06-22,14,United Kingdom,London,GB,Queen Mary University London,qmul.ac.uk,qmul.ac.uk,QUEEN MARY UNIVERSITY OF LONDON,"Queen Mary and Westfield College, University of London",GB,"Media and Arts Technology CDT, Queen Mary University of London","Engineering Building Room G2a, School of Electronic Engineering and Computer Science, Queen Mary University of London, London E1 4NS",-0.040498,51.523586,SWC,,,['SWC'],https://anenadic.github.io/2017-06-21-qmul/,
2021-03-04-edinburgh-library-carpentry,2021.0,2021-03-04,2021-05-13,0,United Kingdom,North West,GB,University of Edinburgh,ed.ac.uk,ed.ac.uk,UNIVERSITY OF EDINBURGH,University of Edinburgh,GB,University of Edinburgh,Online,-3.0,55.0,,Circuits,,"['Circuits', 'online', 'automated-email']",https://edcarp.github.io/2021-03-04-edinburgh-library-carpentry/,
2015-11-16-manchester-codima,2015.0,2015-11-16,2015-11-17,22,United Kingdom,North West,GB,University of Manchester,manchester.ac.uk,manchester.ac.uk,THE UNIVERSITY OF MANCHESTER,The University of Manchester,GB,CoDiMa - University of Manchester,"University Place, Oxford Road, Manchester",-2.233717,53.466758,SWC,,,['SWC'],https://kkwakwa.github.io/2015-11-16-manchester-codima/,
2019-03-05-earlham,2019.0,2019-03-05,2019-03-06,13,United Kingdom,Eastern,GB,Earlham Institute,earlham.ac.uk,earlham.ac.uk,EARLHAM INSTITUTE,Earlham Institute,GB,Earlham Institute,"Norwich Research Park, Norwich, NR4 7UZ",1.218987,52.621741,DC,,,['DC'],https://tgac.github.io/2019-03-05-earlham/,
2020-11-12-cilip-mdg,2020.0,2020-11-12,2020-12-10,0,United Kingdom,North West,GB,University of Manchester,manchester.ac.uk,manchester.ac.uk,THE UNIVERSITY OF MANCHESTER,The University of Manchester,GB,"CILIP MDG Library Carpentry, sponsored by The University of Manchester Library (online)",online,-2.233222,53.467943000000005,,Circuits,,"['online', 'Circuits']",https://uom-nilani.github.io/2020-11-12-cilip-mdg/,
2021-05-11-strathclyde-online,2021.0,2021-05-11,2021-05-12,0,United Kingdom,Scotland,GB,University of Strathclyde,strath.ac.uk,strath.ac.uk,UNIVERSITY OF STRATHCLYDE,University of Strathclyde,GB,University of Strathclyde (online),online,-4.243,55.86303,SWC,,,"['SWC', 'private-event', 'online', 'automated-email']",https://sipbs-compbiol.github.io/2021-05-11-strathclyde-online/,
2014-11-05-UCL,2014.0,2014-11-05,2014-11-06,27,United Kingdom,London,GB,University College London,ucl.ac.uk,ucl.ac.uk,UNIVERSITY COLLEGE LONDON,University College London,GB,University College London,"Gordon House 106 29 Gordon Square, London, WC1H 0PP",-0.13201300000000002,51.525003999999996,SWC,,,['SWC'],https://ucl.github.io/2014-11-05-UCL/,
2014-07-21-cranfield,2014.0,2014-07-21,2014-07-23,28,United Kingdom,Eastern,GB,Cranfield University,cranfield.ac.uk,cranfield.ac.uk,CRANFIELD UNIVERSITY,Cranfield University,GB,Cranfield University,"Computer Teaching Suite (room 252), Whittle Building (building 52), College Road, Cranfield, MK43 0AL",-0.629225,52.074389000000004,SWC,,,['SWC'],https://hpcarcher.github.io/2014-07-21-cranfield/,
2020-01-29-edinburgh,2020.0,2020-01-29,2020-01-30,0,United Kingdom,Scotland,GB,University of Edinburgh,ed.ac.uk,ed.ac.uk,UNIVERSITY OF EDINBURGH,University of Edinburgh,GB,University of Edinburgh,"Computer Lab, Room 2.02, Old Infirmary Building, 1 Drummond Street, Edinburgh EH8 9XP",-3.185788,55.947331000000005,SWC,,,['SWC'],https://edcarp.github.io/2020-01-29-edinburgh-geo-swc/,
2015-02-25-ucl,2015.0,2015-02-25,2015-02-26,14,United Kingdom,London,GB,University College London,ucl.ac.uk,ucl.ac.uk,UNIVERSITY COLLEGE LONDON,University College London,GB,University College London,"1-19 Torrington Place, London",-0.13408399999999998,51.521882,SWC,,,['SWC'],https://ucl.github.io/2015-02-25/,
2015-09-10-leeds,2015.0,2015-09-10,2015-09-11,22,United Kingdom,Yorkshire and The Humber,GB,University of Leeds,leeds.ac.uk,leeds.ac.uk,UNIVERSITY OF LEEDS,University of Leeds,GB,The University of Leeds - Advanced Research Computing,"Liberty Building G33, University of Leeds Business School, LS6 1AN",-1.562384,53.808282999999996,SWC,,,['SWC'],https://callaghanmt.github.io/2015-09-10-leeds/,
2019-06-19-bham,2019.0,2019-06-19,2019-06-20,18,United Kingdom,West Midlands,GB,University of Birmingham,birmingham.ac.uk,birmingham.ac.uk,UNIVERSITY OF BIRMINGHAM,University of Birmingham,GB,University of Birmingham,Murray Learning Centre LG13,-1.935646,52.45069300000001,SWC,,,['SWC'],https://bham-carpentries.github.io/2019-06-19-bham/,
2016-04-04-ilmenau,2016.0,2016-04-04,2016-04-05,21,Germany,South East,DE,University of Surrey,surrey.ac.uk,surrey.ac.uk,UNIVERSITY OF SURREY,University of Surrey,GB,Fraunhofer Institute for Digital Media Technology IDMT,"Ehrenbergstraße 31, 98693 Ilmenau, Germany",10.93261,50.68356,SWC,,,['SWC'],http://mkuzak.github.io/2016-04-04-ilmenau/,
2017-07-17-imperial,2017.0,2017-07-17,2017-07-18,19,United Kingdom,London,GB,Imperial College London,imperial.ac.uk,imperial.ac.uk,"IMPERIAL COLLEGE OF SCIENCE, TECHNOLOGY AND MEDICINE","Imperial College of Science, Technology and Medicine",GB,Imperial College London,"Royal School of Mines 3.38, South Kensington campus, London",-0.176343,51.499708,DC,,,['DC'],https://mkuzak.github.io/2017-07-17-imperial/,
2017-04-26-norwich,2017.0,2017-04-26,2017-04-27,13,United Kingdom,Eastern,GB,Earlham Institute,earlham.ac.uk,earlham.ac.uk,EARLHAM INSTITUTE,Earlham Institute,GB,Earlham Institute,"Norwich Research Park, Norwich, NR4 7UZ, United Kingdom",1.218987,52.621741,SWC,,,['SWC'],https://tgac.github.io/2017-04-26-norwich/,
2012-10-22-newcastle,2012.0,2012-10-22,2012-10-23,31,United Kingdom,North East,GB,Newcastle University,ncl.ac.uk,ncl.ac.uk,NEWCASTLE UNIVERSITY,University of Newcastle Upon Tyne,GB,Newcastle University,,-1.6146141999999999,54.980095,SWC,,,['SWC'],https://swcarpentry.github.io/2012-10-22-newcastle/,
2020-09-17-IGMM-swdc,2020.0,2020-09-17,2020-09-30,0,United Kingdom,Scotland,GB,University of Edinburgh,ed.ac.uk,ed.ac.uk,UNIVERSITY OF EDINBURGH,University of Edinburgh,GB,"IGMM, University of Edinburgh",zoom,-3.23,55.96,,Circuits,,"['online', 'Circuits']",https://edcarp.github.io/2020-09-17-IGMM-swdc/,
2016-09-22-UCL_software_carpentry,2016.0,2016-09-22,2016-09-23,22,United Kingdom,London,GB,University College London,ucl.ac.uk,ucl.ac.uk,UNIVERSITY COLLEGE LONDON,University College London,GB,University College London,"Christopher Ingold Building, Cluster Room G20, 20 Gordon Street, London WC1H 0AJ",-0.132326449,51.52538039,SWC,,,['SWC'],http://rits.github-pages.ucl.ac.uk/2016-09-22-UCL_software_carpentry/,
2013-10-24-greenwich,2013.0,2013-10-24,2013-10-25,36,United Kingdom,London,GB,"Greenwich Digital Enterprise, London",greenwich.gov.uk,greenwich.gov.uk,GREENWICH DIGITAL ENTERPRISE,"Greenwich Digital Enterprise, London",GB,Digital Greenwich,"11th Floor, Greenwich Digital Enterprise Centre, 6 Mitre Passage, London SE10 0ER",0.00663,51.500659999999996,SWC,,,['SWC'],https://swcarpentry.github.io/2013-10-24-greenwich/,
2013-04-04-ucl,2013.0,2013-04-04,2013-04-05,31,United Kingdom,London,GB,University College London,ucl.ac.uk,ucl.ac.uk,UNIVERSITY COLLEGE LONDON,University College London,GB,University College London,,-0.133578,51.524789,SWC,,,['SWC'],https://swcarpentry.github.io/2013-04-04-ucl/,
2018-12-01-elixir-debrecen,2018.0,2018-12-01,2018-12-02,31,Hungary,Eastern,HU,ELIXIR-UK,elixir-uk.org,elixir-uk.org,ELIXIR UK,ELIXIR UK,GB,"University of Debrecen, Medical Faculty","Dean's Office, International Training Coordination Center, Nagyerdei krt. 98, H-4032 Debrecen, Hungary",21.635170000000002,47.53986,SWC,,,['SWC'],https://fpsom.github.io/2018-12-01-elixir-debrecen/,
2020-09-08-ttt-ssi-online,2020.0,2020-09-08,2020-09-09,0,United Kingdom,Scotland,GB,SSI Software Sustainability Institute,software.ac.uk,software.ac.uk,THE SOFTWARE SUSTAINABILITY INSTITUTE,Software Sustainability Institute,GB,,,-3.1871658610000004,55.94596217,TTT,,,"['TTT', 'online']",https://anenadic.github.io/2020-09-08-ttt-ssi-online/,
2017-09-04-ttt-manchester,2017.0,2017-09-04,2017-09-04,22,United Kingdom,North West,GB,University of Manchester,manchester.ac.uk,manchester.ac.uk,THE UNIVERSITY OF MANCHESTER,The University of Manchester,GB,University of Manchester,"Collab 1, Kilburn Building, Oxford Road, Manchester M13 9PL",-2.2340869999999997,53.467380000000006,TTT,,,['TTT'],https://anenadic.github.io/2017-09-04-ttt-manchester/,
2015-11-25-edinburgh,2015.0,2015-11-25,2015-11-26,40,United Kingdom,Scotland,GB,University of Edinburgh,ed.ac.uk,ed.ac.uk,UNIVERSITY OF EDINBURGH,University of Edinburgh,GB,University of Edinburgh,"Room 4325D, James Clerk Maxwell Building, Peter Guthrie Tait Road, Edinburgh, EH9 3FD.",-3.173654,55.921862,SWC,,,['SWC'],https://marioa.github.io/2015-11-25-edinburgh/,
2021-03-01-NCL-ONLINE,2021.0,2021-03-01,2021-03-05,0,United Kingdom,North East,GB,Newcastle University,ncl.ac.uk,ncl.ac.uk,NEWCASTLE UNIVERSITY,University of Newcastle Upon Tyne,GB,Online Zoom,Zoom,-1.6157270000000001,54.980327,SWC,,,"['SWC', 'online', 'automated-email']",https://nclrse-training.github.io/2021-03-01-NCL-ONLINE/,
2017-03-13-oxford,2017.0,2017-03-13,2017-03-14,28,United Kingdom,South East,GB,School of Anthropology and Museum Ethnography,anthro.ox.ac.uk,ox.ac.uk,UNIVERSITY OF OXFORD,University of Oxford,GB,University of Oxford,"IT Suite, Manor Road Building, Manor Road, Oxford OX1 3UQ",-1.246788,51.757295,SWC,,,['SWC'],https://rroxford.github.io/2017-03-13-oxford/,
2015-12-14-wise-uk,2015.0,2015-12-14,2015-12-15,34,United Kingdom,North West,GB,University of Manchester,manchester.ac.uk,manchester.ac.uk,THE UNIVERSITY OF MANCHESTER,The University of Manchester,GB,ARCHER and SSI workshop for Women in Science and Engineering,"Atlas and Collab1 rooms, Kilburn Building, Oxford Road,  M13 9PL Manchester",-2.233876,53.467293000000005,SWC,,,"['SWC', 'WiSE']",https://apawlik.github.io/2015-12-wise-uk/,
2016-02-17-UCL_software_carpentry,2016.0,2016-02-17,2016-02-18,35,United Kingdom,London,GB,University College London,ucl.ac.uk,ucl.ac.uk,UNIVERSITY COLLEGE LONDON,University College London,GB,University College London,"Christopher Ingold Building, Cluster Room G20, 20 Gordon Street, London WC1H 0AJ",-0.132326449,51.52538039,SWC,,,['SWC'],http://ucl-rits.github.io/2016-02-17-UCL_software_carpentry/,
2018-01-29-MAN-SS-PILOT02,2018.0,2018-01-29,2018-01-30,6,United Kingdom,North West,GB,University of Manchester,manchester.ac.uk,manchester.ac.uk,THE UNIVERSITY OF MANCHESTER,The University of Manchester,GB,University of Manchester,HBS,-2.236463,53.466722,DC,,,['DC'],https://petersmyth12.github.io/2018-01-29-MAN-SS-PILOT02/,
2016-05-16-royalholloway,2016.0,2016-05-16,2016-05-17,0,United Kingdom,South East,GB,"Royal Holloway, University of London",rhul.ac.uk,rhul.ac.uk,ROYAL HOLLOWAY COLLEGE AND BEDFORD NEW COLLEGE,Royal Holloway College and Bedford New College,GB,"Royal Holloway, University of London","Room 103, McCrea Building, Royal Holloway, Egham, Surrey, TW20 0EX",-0.5646045,51.425985299999994,SWC,,,['SWC'],http://jttkim.github.io/2016-05-16-royalholloway/,
2017-09-26-Exeter,2017.0,2017-09-26,2017-09-27,32,United Kingdom,South West,GB,University of Exeter,exeter.ac.uk,exeter.ac.uk,UNIVERSITY OF EXETER,University of Exeter,GB,"Streatham Campus, University of Exeter","Stocker Road, Exeter, EX4 4QD",-3.53424,50.736981,SWC,,,['SWC'],https://ejh243.github.io/2017-09-26-Exeter/,
2021-04-26-NCL-ONLINE,2021.0,2021-04-26,2021-04-27,0,United Kingdom,North East,GB,Newcastle University,ncl.ac.uk,ncl.ac.uk,NEWCASTLE UNIVERSITY,University of Newcastle Upon Tyne,GB,Online Zoom,Zoom,-1.6157270000000001,54.980327,SWC,,,"['online', 'automated-email', 'SWC']",https://nclrse-training.github.io/2021-04-26-NCL-ONLINE,
2013-07-15-bath,2013.0,2013-07-15,2013-07-16,25,United Kingdom,South West,GB,University of Bath,bath.ac.uk,bath.ac.uk,UNIVERSITY OF BATH (THE),University of Bath (The),GB,University of Bath, ,-2.3263778999999998,51.3777431,SWC,,,['SWC'],https://swcarpentry.github.io/2013-07-15-bath/,
2018-09-24-python,2018.0,2018-09-24,2018-09-25,16,United Kingdom,West Midlands,GB,University of Birmingham,birmingham.ac.uk,birmingham.ac.uk,UNIVERSITY OF BIRMINGHAM,University of Birmingham,GB,University of Birmingham,"CCB Large Meeting & Teaching Room, Haworth Building (Y2)",-1.934362,52.450237,SWC,,,['SWC'],https://bham-carpentries.github.io/2018-09-24-python/,
2018-03-08-manchester-swc,2018.0,2018-03-08,2018-03-09,20,United Kingdom,North West,GB,University of Manchester,manchester.ac.uk,manchester.ac.uk,THE UNIVERSITY OF MANCHESTER,The University of Manchester,GB,University of Manchester,"Room C24, Sackville Street Building, 60 Sackville Street, Manchester M1 3WE",-2.234798,53.47614,SWC,,,['SWC'],https://anenadic.github.io/2018-03-08-manchester-swc/,
2019-04-08-UCL_software_carpentry,2019.0,2019-04-08,2019-04-09,0,United Kingdom,London,GB,University College London,ucl.ac.uk,ucl.ac.uk,UNIVERSITY COLLEGE LONDON,University College London,GB,UCL,"G20 cluster, Christopher Ingold Building, Gordon Street, London, UK",0.02097,51.525079999999996,SWC,,,['SWC'],https://mattgillucl.github.io/2019-04-08-UCL_software_carpentry/,
2020-05-26-supercomputingwales_unix,2020.0,2020-05-26,2020-05-28,0,United Kingdom,Wales,GB,University of Aberystwyth,aber.ac.uk,aber.ac.uk,PRIFYSGOL ABERYSTWYTH,Prifysgol Aberystwyth,GB,Supercomputing Wales (online),online,-3.7664089999999995,52.330220000000004,,Circuits,,"['online', 'Circuits']",https://supercomputingwales.github.io/2020-05-26-supercomputingwales_unix/,
2018-11-21-edinburgh-igmm-git,2018.0,2018-11-21,2018-11-21,23,United Kingdom,Scotland,GB,University of Edinburgh,ed.ac.uk,ed.ac.uk,UNIVERSITY OF EDINBURGH,University of Edinburgh,GB,"Western General Hospital, Ediniburgh","Computing Lab 1, Medical Education Centre, Crewe Rd S, Edinburgh EH4 2XU",-3.2318599999999997,55.96286,SWC,Circuits,,"['SWC', 'Circuits']",https://edcarp.github.io/2018-11-21-edinburgh-igmm-git/,
2018-08-28-UCL_software_carpentry,2018.0,2018-08-28,2018-08-29,16,United Kingdom,London,GB,University College London,ucl.ac.uk,ucl.ac.uk,UNIVERSITY COLLEGE LONDON,University College London,GB,UCL,"25 Gordon Street - First Floor Cluster (105), UCL, London",-0.133414,51.525652,SWC,,,['SWC'],http://rits.github-pages.ucl.ac.uk/2018-08-28-UCL_software_carpentry/,
2021-10-19-hee-online,2021.0,2021-10-19,2021-10-21,0,United Kingdom,,GB,National Health Services Library and  Knowledge Services,hee.nhs.uk,hee.nhs.uk,,,GB,Health Education England,Online,-4.2002,52.6722485,LC,,,"['private-event', 'LC', 'online', 'automated-email']",,
2016-08-24-edinburgh,2016.0,2016-08-24,2016-08-25,24,United Kingdom,Scotland,GB,University of Edinburgh,ed.ac.uk,ed.ac.uk,UNIVERSITY OF EDINBURGH,University of Edinburgh,GB,University of Edinburgh,"Main Library at 30 George Square, Edinburgh EH8 9LJ",-3.189147,55.942828000000006,SWC,,,['SWC'],https://rgaiacs.github.io/2016-08-24-edinburgh/,
2019-12-16-southampton-swc,2019.0,2019-12-16,2019-12-17,0,United Kingdom,South East,GB,University of Southampton,southampton.ac.uk,southampton.ac.uk,THE UNIVERSITY OF SOUTHAMPTON,The University of Southampton,GB,"B32/3077, Highfield Campus",,-1.3965200844405483,50.93585015897082,SWC,,,['SWC'],https://southampton-rsg.github.io/2019-12-16-southampton-swc/,
2019-10-14-bradford,2019.0,2019-10-14,2019-10-15,0,United Kingdom,Yorkshire and The Humber,GB,University of Bradford,bradford.ac.uk,bradford.ac.uk,UNIVERSITY OF BRADFORD,University of Bradford,GB,University of Bradford,"F42, Richmond Building, University of Bradford",-1.7654020000000001,53.790440000000004,DC,,,['DC'],https://kpoterlowicz.github.io/2019-10-14-bradford/,
2015-08-26-leeds,2015.0,2015-08-26,2015-08-28,23,United Kingdom,Yorkshire and The Humber,GB,University of Leeds,leeds.ac.uk,leeds.ac.uk,UNIVERSITY OF LEEDS,University of Leeds,GB,NERC / University of Leeds,"School of Earth and Environment, University of Leeds, Leeds, LS2 9JT",-1.5557,53.8057,SWC,,,['SWC'],https://andreww.github.io/2015-08-26-leeds/,
2016-11-02-EPCC,2016.0,2016-11-02,2016-11-03,22,United Kingdom,Scotland,GB,Edinburgh Parallel Computing Centre,epcc.ed.ac.uk,ed.ac.uk,UNIVERSITY OF EDINBURGH,University of Edinburgh,GB,EPCC - The University of Edinburgh,"JCMB, Peter Guthrie Tait Road, Edinburgh, EH9 3FD",-3.174546,55.92155,DC,,,['DC'],https://hpcarcher.github.io/2016-11-02-EPCC/,
2021-09-21-hee-online,2021.0,2021-09-21,2021-09-23,0,United Kingdom,,GB,National Health Services Library and  Knowledge Services,hee.nhs.uk,hee.nhs.uk,,,GB,Health Education England,Online,-4.2002,52.6722485,LC,,,"['private-event', 'LC', 'online', 'automated-email']",,
2017-01-04-bristol,2017.0,2017-01-04,2017-01-06,25,United Kingdom,South West,GB,University of Bristol,bristol.ac.uk,bristol.ac.uk,UNIVERSITY OF BRISTOL,University of Bristol,GB,NERC / University of Bristol,"School of Earth Sciences, University of Bristol, Wills Memorial Building, Queens Road,Bristol BS8 1RJ",-2.6039999999999996,51.456,SWC,,,['SWC'],https://andreww.github.io/2017-01-04-bristol/,
2017-07-25-UCL_software_carpentry,2017.0,2017-07-25,2017-07-26,29,United Kingdom,London,GB,University College London,ucl.ac.uk,ucl.ac.uk,UNIVERSITY COLLEGE LONDON,University College London,GB,University College London,"G20 Cluster, Christopher Ingold Building, 20 Gordon Street, WC1H 0AJ",-0.132574,51.525256,SWC,,,['SWC'],http://rits.github-pages.ucl.ac.uk/2017-07-25-UCL_software_carpentry/,
2020-01-08-swansea,2020.0,2020-01-08,2020-01-09,0,United Kingdom,Wales,GB,Swansea University,swansea.ac.uk,swansea.ac.uk,SWANSEA UNIVERSITY,Swansea University,GB,"Bay Campus, Swansea University","Room 127, The College, Swansea University, Bay Campus, Swansea",-3.880897,51.617903000000005,SWC,,,['SWC'],https://sa2c.github.io/2020-01-08-swansea,
2013-05-09-oxford,2013.0,2013-05-09,2013-05-10,33,United Kingdom,South East,GB,University of Oxford,ox.ac.uk,ox.ac.uk,UNIVERSITY OF OXFORD,University of Oxford,GB,University of Oxford, ,-1.258648,51.759865000000005,SWC,,,['SWC'],https://swcarpentry.github.io/2013-05-09-oxford/,
